title,label,score
600만 개미發 ‘3월의 청문회’,neutral,0.9925442934036255
갤럭시북3 '가성비' 앞세워 '강호' 그램과 정면승부,positive,0.9987413287162781
인류 문명 게임 체인저… 빅테크·반도체 ‘빅매치’,neutral,0.9994514584541321
삼성전자서비스 ‘CS 달인’ 선정… ‘고객 만족도’ 최고 평가 18명,positive,0.9998639822006226
갤S23 사전예약 역대 최다 절반 이상 S23 울트라 택해,neutral,0.9572306871414185
"이재용, 삼성전자 등기이사 복귀 안한다",neutral,0.9738604426383972
“갤럭시 스튜디오서 S23 체험하세요”,neutral,0.999853253364563
부산서 키우고 뽑은 클라우드 인재 맹활약…동종업계 지역행 촉발,neutral,0.9997922778129578
작년 상위 50개사 배당금 13% 줄어… 실적둔화 탓,negative,0.99687260389328
갤S23 사전판매 109만대… S시리즈 역대 최다,positive,0.9997060894966125
반도체 빅2의 ‘실내 마스크’ 신경전?,neutral,0.9877400994300842
삼성전자 “반도체 투자” 삼성디스플레이서 20조 빌린다,neutral,0.47814449667930603
"[Biz & Now] 삼성전자, 내달 15일 정기주총…이재용 등기임원 복귀 안해",neutral,0.9997426867485046
"삼성전자, 내달 주총 안건에 ‘이재용 회장 등기이사 복귀’ 없다",neutral,0.9998385906219482
주식 앱 다시 깔았어요… 증시→예금 ‘逆머니무브’ 끝나나,neutral,0.9999209642410278
연말 성과급 받은 현대차 노조… 실적 좋았다고 또 성과급 요구,negative,0.7280989289283752
"지난해 현대·기아차 배당액, 삼성전자 앞서… ""2022년은 역시 반도체보다 車였다...",positive,0.98896723985672
삼성전자 ‘갤럭시 스튜디오’ 오픈,neutral,0.6891153454780579
"""그날 회사가 내 혼을 가져갔다""…삼성 사장으로 산다는 것",neutral,0.9996028542518616
"삼성전자, 자회사서 20조 원 빌린다…""반도체 투자 계획대로""",neutral,0.8499600887298584
“그 종목 배당 쥐꼬리던데”…이랬던 김대리가 깜짝,positive,0.9758244156837463
"""현금부자 아니었어?"" 삼성전자, 자회사에 20조원 빌려서 '투자'",negative,0.8654677271842957
“대만에 밀릴 판국”…외로운 싸움하는 한국기업들,negative,0.9513010382652283
"삼성전자, ‘갤럭시 S23’ 체험 스튜디오 운영[포토뉴스]",neutral,0.9996765851974487
"삼성전자, 삼성디스플레이서 20조원 빌린다…반도체 투자 재원확보 차원",positive,0.9570489525794983
삼성전자 돌연 자회사서 20조 빌리기로… 왜?,neutral,0.8344900012016296
"""기기값 공짜에 현금까지""…갤S23 출시 앞두고 '성지'에서는",positive,0.9995359182357788
자회사에 20조원 빌린 삼성전자…실적 악화에 투자금 긴급 수혈,negative,0.9987657070159912
"가상인간에 5,000명 몰렸다…AI 비서에서 창작까지",neutral,0.9998127818107605
"`인플레 둔화` 베팅…""불확실성 여전"" [증시프리즘]",neutral,0.9491032361984253
"이재용, 삼성전자 등기이사 복귀 안한다",neutral,0.9738604426383972
100원을 팔면 46원 남겨…이 한국기업 대단하네,neutral,0.9462034106254578
실적 따라 엇갈린 기업 분위기…돌아온 ‘3월의 청문회’에 분주한 재계,neutral,0.5136724710464478
"[단독] 이영 중소벤처기업부 장관 “납품대금 연동제, 지방중기청에 조사권 위임… ...",neutral,0.9998998641967773
국내 주요 대기업 배당도 줄였다…주요 50개사 배당 전년보다 14% 감소,negative,0.9704485535621643
"이재용 회장, 삼성전자 등기이사 복귀 안한다",neutral,0.9945198893547058
"삼성, 반도체 투자에 후진 없다 자회사서 20조 빌려 재원 마련",neutral,0.8916759490966797
"삼성전자, 삼성디스플레이서 20조원 빌린다…""반도체 투자 재원 확보""",positive,0.9754607081413269
"삼성전자, 20조원 차입…“반도체 투자 유지 위해서”",positive,0.8547114133834839
"‘현금부자’ 삼성전자, 자회사서 거금 20조 빌린 이유는",neutral,0.972928524017334
"삼성전자, 삼성디스플레이서 운영자금 20조원 차입",positive,0.5182197093963623
"""한계에 도전한 갤S23의 '눈'""... 이미지센서 개발 스토리 눈길",positive,0.8514299392700195
갤S23 사전판매 109만대 '신기록'... S펜 내장 울트라 비중 60% 차지,positive,0.9998421669006348
"'현금 130조' 삼성전자, 자회사에 20조 빌린 이유는…",neutral,0.9699750542640686
"삼성전자, 삼성디스플레이서 20조 빌려 반도체 투자한다",positive,0.9531983733177185
"삼성전자, 삼성D서 20조 차입…""흔들림 없는 반도체 투자""",positive,0.7514961361885071
삼성전자 20조원 빌린다…반도체 혹한기 '無감산' 보릿고개,neutral,0.7482420802116394
"삼성전자, 삼성디스플레이서 운영자금 20조원 빌린다",neutral,0.6487627625465393
